,id,sex,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,occupation_type,result
3438,30493,2,1,1.0,107.0,2010.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
3439,25930,2,1,1.0,345.0,2014.0,Full-time,4.0,Alumnus (Specialist),Русский;Українська;English,work,0
3440,68824,2,1,1.0,106.0,2009.0,Full-time,4.0,Student (Specialist),Русский,university,1
3441,20546,2,0,1.0,656.0,1940.0,Distance Learning,0.0,PhD,Русский;English;Саха тыла;ܐܬܘܪܝܐ ܣܘܪܝܝܐ;বাংলা;རྫོང་ཁ་;ދިވެހި;lol Hmongb;Вадун аруу,university,0
3442,88664,2,1,1.0,47.0,2009.0,Full-time,4.0,Student (Specialist),Русский,work,1
3443,2084,2,0,1.0,3.0,2003.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
3444,51319,1,0,1.0,298.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3445,58707,2,0,1.0,335.0,2016.0,Full-time,7.0,Student (Bachelor's),Русский;English;Français,university,1
3446,13110,2,1,1.0,254.0,2010.0,Full-time,4.0,Student (Specialist),Русский,work,0
3447,83850,1,0,1.0,105.0,2017.0,Full-time,0.0,Student (Bachelor's),Українська;Русский;English;Deutsch;Français,university,1
3448,21598,2,1,1.0,1.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3449,17620,1,1,1.0,780.0,2010.0,Full-time,0.0,Alumnus (Master's),False,work,1
3452,68598,2,1,1.0,52.0,2006.0,Full-time,7.0,Alumnus (Specialist),Русский,work,0
3453,73687,2,0,1.0,250.0,0.0,Distance Learning,0.0,Student (Specialist),Русский,university,0
3454,40469,2,0,1.0,47.0,2008.0,Full-time,1.0,Student (Bachelor's),Русский,university,0
3455,3432,2,1,1.0,363.0,2013.0,Distance Learning,1.0,Alumnus (Specialist),False,university,1
3456,72173,2,0,1.0,30.0,2011.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3457,86464,2,1,1.0,215.0,2008.0,Distance Learning,0.0,Alumnus (Specialist),Русский;Мокшень кяль,work,0
3458,62679,2,1,1.0,19.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,work,1
3459,54184,2,1,1.0,104.0,2013.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
3460,70054,1,1,1.0,19.0,1991.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,1
3461,98193,1,1,1.0,187.0,2010.0,Distance Learning,4.0,Alumnus (Master's),Русский,university,1
3462,63234,2,0,1.0,158.0,2015.0,Distance Learning,4.0,Student (Bachelor's),Українська;Русский,university,0
3464,9466,1,1,1.0,103.0,0.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,0
3465,61050,2,0,1.0,866.0,2018.0,Distance Learning,1.0,Student (Specialist),Українська,university,0
3466,75173,1,0,1.0,567.0,2018.0,Full-time,0.0,Student (Bachelor's),English;Español;Italiano,university,1
3467,56145,1,1,1.0,20.0,0.0,Distance Learning,0.0,Alumnus (Specialist),False,university,1
3468,93304,2,0,1.0,31.0,2014.0,Full-time,4.0,Student (Specialist),Русский,university,0
3469,35744,2,0,1.0,142.0,2010.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
3470,14325,2,0,1.0,131.0,2012.0,Part-time,1.0,Student (Specialist),Русский,university,0
3471,45805,1,0,1.0,133.0,2014.0,Full-time,0.0,Student (Specialist),Русский,university,1
3472,89985,2,0,1.0,211.0,2012.0,Full-time,1.0,Student (Specialist),False,university,0
3475,86543,1,1,1.0,242.0,2017.0,Full-time,0.0,Student (Specialist),Русский;English,university,1
3476,39458,1,1,1.0,320.0,2016.0,Full-time,2.0,Student (Specialist),Русский;English;Български,university,1
3477,53641,1,1,1.0,132.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
3478,5727,1,1,1.0,237.0,2014.0,Distance Learning,7.0,Alumnus (Specialist),Русский;English;Deutsch;Suomi,university,1
3479,70022,2,1,1.0,249.0,2011.0,Full-time,0.0,Alumnus (Specialist),False,work,0
3480,35780,2,1,1.0,147.0,2013.0,Full-time,0.0,Student (Specialist),Русский,university,0
3481,31094,1,0,1.0,152.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,1
3482,46078,1,0,1.0,1961.0,2014.0,Full-time,4.0,Student (Bachelor's),Русский;English,work,1
3483,28169,1,1,1.0,644.0,2005.0,Full-time,2.0,Alumnus (Specialist),Русский;English,work,1
3484,63040,2,0,1.0,250.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
3485,62279,1,0,1.0,115.0,1999.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
3487,34751,2,0,1.0,243.0,2015.0,Full-time,4.0,Student (Bachelor's),Русский,university,1
3488,39253,2,0,1.0,307.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3489,4670,2,1,1.0,408.0,2010.0,Full-time,4.0,Student (Specialist),Русский,university,0
3490,88793,1,0,1.0,280.0,0.0,Full-time,0.0,Student (Bachelor's),False,university,1
3491,27565,1,1,1.0,454.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),False,university,1
3492,78966,1,1,1.0,445.0,2012.0,Distance Learning,4.0,Student (Specialist),Русский,work,1
3493,27738,2,0,1.0,403.0,2015.0,Full-time,0.0,Alumnus (Bachelor's),False,work,0
3494,35421,1,0,1.0,1236.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,work,1
3495,44246,2,0,1.0,297.0,2005.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
3496,15464,1,1,1.0,317.0,1995.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3497,40773,1,0,1.0,118.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,university,1
3498,87344,2,0,1.0,175.0,2011.0,Full-time,1.0,Alumnus (Specialist),Русский;Polski;English;Українська,university,0
3499,98019,1,1,1.0,150.0,2005.0,Full-time,0.0,Alumnus (Master's),Русский,university,1
3500,45377,1,0,1.0,193.0,2000.0,Full-time,1.0,Alumnus (Specialist),Русский,university,1
3501,44787,2,1,1.0,61.0,2004.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
3502,55641,2,0,1.0,100.0,0.0,Distance Learning,0.0,Student (Specialist),Русский,university,0
3503,9441,2,1,1.0,59.0,0.0,Full-time,1.0,Student (Specialist),Русский,work,0
3504,15719,2,0,1.0,122.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3505,58362,2,1,1.0,70.0,2000.0,Full-time,0.0,Alumnus (Specialist),English,university,1
3506,19293,2,1,1.0,509.0,2009.0,Full-time,4.0,Student (Master's),Русский,university,0
3507,19614,2,0,1.0,175.0,2011.0,Distance Learning,0.0,Student (Specialist),False,university,0
3508,80635,2,0,1.0,535.0,2013.0,Full-time,1.0,Undergraduate applicant,Русский,university,0
3509,46578,2,1,1.0,39.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3510,57165,2,1,1.0,176.0,2013.0,Full-time,4.0,Student (Specialist),Русский;Татарча,work,0
3511,15827,1,0,1.0,54.0,1992.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3512,12821,1,1,1.0,3093.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский;English;Français,work,1
3513,77482,2,0,1.0,444.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский;Українська;English,work,0
3514,70558,2,0,1.0,572.0,2015.0,Distance Learning,7.0,Student (Specialist),Русский,university,1
3515,95173,1,0,1.0,662.0,2010.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1
3516,35782,2,1,1.0,5758.0,2014.0,Full-time,4.0,Student (Specialist),Русский;English;Français;Română;Українська,work,0
3517,19144,2,1,1.0,105.0,2014.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3518,77121,2,1,1.0,560.0,2017.0,Full-time,0.0,Student (Bachelor's),Русский,university,0
3519,2099,2,0,1.0,231.0,2003.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
3520,96465,2,1,1.0,470.0,2013.0,Distance Learning,0.0,Student (Specialist),False,university,0
3521,65053,1,1,1.0,920.0,2013.0,Distance Learning,7.0,Student (Specialist),Русский,work,1
3524,37594,1,0,1.0,465.0,2014.0,Full-time,0.0,Alumnus (Bachelor's),False,university,1
3525,46263,2,1,1.0,311.0,2012.0,Full-time,1.0,Student (Bachelor's),Русский;English;Français;汉语,work,0
3526,65906,2,1,1.0,108.0,0.0,Distance Learning,1.0,Alumnus (Specialist),False,university,0
3527,72038,1,1,1.0,712.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1
3528,45509,2,1,1.0,42.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3529,14051,2,0,1.0,179.0,2007.0,Full-time,4.0,Alumnus (Specialist),False,university,0
3530,18274,2,0,1.0,46.0,2012.0,Full-time,0.0,Alumnus (Specialist),False,university,0
3531,79853,2,1,1.0,83.0,2012.0,Full-time,0.0,Alumnus (Specialist),False,work,1
3532,67271,2,1,1.0,167.0,1999.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3533,61288,2,0,1.0,469.0,2012.0,Full-time,1.0,Alumnus (Specialist),False,university,0
3534,94001,1,1,1.0,675.0,2010.0,Full-time,0.0,Student (Specialist),English,university,1
3535,98637,1,0,1.0,101.0,2011.0,Full-time,0.0,Student (Specialist),False,university,1
3536,87123,2,1,1.0,252.0,2015.0,Distance Learning,0.0,Student (Master's),Русский,university,1
3537,81579,1,1,1.0,171.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
3538,13286,1,0,1.0,235.0,0.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3539,38675,2,0,1.0,38.0,0.0,Full-time,7.0,PhD,English;Deutsch;Kiswahili,work,0
3540,51050,2,0,1.0,42.0,2012.0,Full-time,6.0,Student (Specialist),Русский,work,0
3541,6567,2,1,1.0,29.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
3542,16962,2,0,1.0,130.0,2007.0,Full-time,7.0,Alumnus (Specialist),Русский;Українська;English,university,1
3543,41456,1,1,1.0,876.0,0.0,Distance Learning,0.0,Student (Specialist),False,university,1
3544,7791,1,1,1.0,194.0,2014.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,1
3545,76854,1,0,1.0,920.0,2011.0,Distance Learning,1.0,Student (Specialist),Русский,work,1
3546,81729,2,0,1.0,322.0,2013.0,Full-time,4.0,Student (Specialist),Русский,university,1
3547,87053,2,1,1.0,0.0,1994.0,Full-time,0.0,Alumnus (Master's),Русский;English;Polski;Українська;Deutsch,work,1
3548,65463,2,1,1.0,92.0,0.0,Part-time,1.0,Student (Specialist),Русский,university,0
3549,71519,2,1,1.0,325.0,0.0,Full-time,0.0,Student (Specialist),Русский,university,1
3550,83846,1,1,1.0,199.0,2013.0,Full-time,2.0,Student (Bachelor's),Українська;English,university,1
3551,1183,2,1,1.0,222.0,2007.0,Full-time,1.0,Alumnus (Specialist),Русский,work,0
3552,70466,2,1,1.0,136.0,2013.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3554,41253,1,0,1.0,68.0,2012.0,Full-time,7.0,Alumnus (Specialist),Русский;Français;Lingua Latina;English,university,1
3555,29246,2,0,1.0,105.0,2008.0,Full-time,0.0,PhD,Русский,university,0
3556,77547,1,1,1.0,203.0,1999.0,Full-time,0.0,Alumnus (Specialist),False,work,1
3557,21650,2,1,1.0,188.0,2017.0,Full-time,0.0,Alumnus (Master's),Русский,university,0
3558,90750,1,1,1.0,1260.0,0.0,Full-time,0.0,Student (Bachelor's),Русский,university,1
3559,80580,2,1,1.0,9.0,2007.0,Distance Learning,4.0,Alumnus (Specialist),Українська,work,0
3560,72142,1,0,1.0,456.0,0.0,Distance Learning,4.0,Alumnus (Specialist),Русский,work,1
3561,56110,2,1,0.0,5.0,2001.0,Full-time,1.0,Alumnus (Specialist),Русский;Українська,university,0
3562,51420,2,1,1.0,255.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
3563,15582,1,0,1.0,430.0,2006.0,Full-time,1.0,Alumnus (Specialist),False,work,1
3564,16491,1,1,1.0,520.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
3565,55149,2,1,1.0,187.0,2016.0,Distance Learning,0.0,Student (Specialist),Русский;English;Українська,work,0
3566,2183,2,0,1.0,349.0,2013.0,Distance Learning,4.0,Student (Bachelor's),Русский,work,0
3567,34100,1,0,1.0,8.0,0.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,1
3568,17781,1,0,1.0,158.0,2000.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3569,28855,2,1,1.0,121.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,0
3570,83342,2,0,1.0,47.0,1994.0,Full-time,4.0,Alumnus (Specialist),Русский;Беларуская (тарашкевiца),work,0
3571,68884,2,0,1.0,69.0,2010.0,Distance Learning,4.0,Student (Specialist),Русский,work,0
3572,9830,1,1,1.0,297.0,2010.0,Full-time,4.0,Student (Specialist),Русский,university,0
3573,35898,1,0,1.0,16.0,1977.0,Full-time,0.0,Alumnus (Specialist),False,university,0
3574,95866,2,0,1.0,3918.0,2017.0,Full-time,0.0,Alumnus (Specialist),False,university,0
3575,325,1,1,1.0,183.0,2012.0,Full-time,0.0,Student (Bachelor's),Русский,work,0
3576,95760,2,0,1.0,257.0,2016.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,work,0
3578,54573,2,0,1.0,169.0,2014.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,0
3580,33508,1,0,1.0,692.0,0.0,Distance Learning,0.0,Alumnus (Bachelor's),False,university,1
3581,83523,2,0,1.0,142.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
3583,42129,1,1,1.0,40.0,2012.0,Distance Learning,4.0,Alumnus (Master's),False,university,1
3585,22453,2,1,1.0,214.0,0.0,Full-time,4.0,Student (Specialist),False,university,0
3586,71964,2,0,1.0,123.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский;English;Deutsch,university,0
3587,14188,2,0,1.0,3235.0,2016.0,Full-time,8.0,Student (Bachelor's),Українська,university,0
3588,5979,2,1,1.0,36.0,2002.0,Full-time,0.0,Alumnus (Specialist),False,work,1
3589,5694,1,1,1.0,343.0,2004.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
3591,84949,1,0,1.0,102.0,2000.0,Distance Learning,4.0,Student (Specialist),Русский,university,1
3592,27956,2,0,1.0,216.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,0
3593,95549,2,0,1.0,57.0,2011.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
3594,21983,2,0,1.0,154.0,2014.0,Distance Learning,0.0,Student (Specialist),Русский;English,work,1
3595,5223,2,1,1.0,174.0,2013.0,Distance Learning,0.0,Student (Specialist),Русский,university,0
3596,96122,2,0,1.0,15.0,2012.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3597,17618,1,1,0.0,224.0,2012.0,Full-time,4.0,Student (Specialist),False,university,1
3598,41196,2,0,1.0,67.0,2015.0,Full-time,7.0,Student (Bachelor's),Русский;English;Español,university,0
3599,16409,1,1,1.0,190.0,2016.0,Full-time,4.0,Alumnus (Specialist),False,university,1
3600,48089,2,0,1.0,370.0,2013.0,Full-time,7.0,Student (Specialist),Русский;Українська,university,1
3601,5172,1,1,1.0,242.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский;English;Español,university,1
3602,54342,2,0,1.0,82.0,2011.0,Full-time,0.0,Student (Specialist),Русский;English,university,0
3603,33180,2,0,1.0,249.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
3604,78082,1,0,1.0,1090.0,0.0,Full-time,0.0,Student (Specialist),Русский;Українська;English,work,1
3605,39923,1,1,1.0,143.0,2016.0,Full-time,0.0,Alumnus (Specialist),False,university,1
3606,20562,1,1,1.0,1283.0,2009.0,Full-time,0.0,Alumnus (Master's),False,university,1
3607,88232,1,1,1.0,524.0,2016.0,Part-time,0.0,Alumnus (Bachelor's),Русский,university,1
3609,90190,2,0,1.0,17.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
3610,8423,2,0,1.0,48.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3611,6310,1,1,1.0,264.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3612,45783,1,1,1.0,256.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
3613,1095,2,0,1.0,331.0,2014.0,Full-time,7.0,Student (Specialist),Русский;English,work,0
3614,87918,2,0,1.0,177.0,2003.0,Full-time,4.0,Alumnus (Specialist),False,university,0
3615,10995,1,0,1.0,150.0,2003.0,Full-time,4.0,Student (Specialist),Русский,university,1
3616,41233,1,0,1.0,587.0,0.0,Full-time,4.0,Student (Specialist),Русский;English,work,1
3618,39633,2,0,1.0,68.0,0.0,Full-time,2.0,Alumnus (Specialist),Русский;English,work,1
3619,68997,2,0,1.0,214.0,2015.0,Full-time,0.0,Student (Specialist),Русский;English,university,1
3620,38466,2,0,1.0,98.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,work,0
3621,39210,1,0,1.0,471.0,2015.0,Full-time,0.0,Alumnus (Bachelor's),False,university,1
3622,72871,2,0,1.0,173.0,2017.0,Full-time,0.0,PhD,Русский,work,0
3623,11612,2,0,1.0,158.0,2014.0,Full-time,0.0,Student (Specialist),Русский,university,1
3625,24934,1,1,1.0,214.0,2012.0,Full-time,1.0,Alumnus (Bachelor's),Русский;English,work,0
3626,77584,2,0,1.0,59.0,2013.0,Distance Learning,4.0,Student (Bachelor's),False,university,0
3627,21781,2,1,1.0,72.0,2004.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
3628,71727,2,0,1.0,596.0,2015.0,Part-time,4.0,Student (Specialist),Русский,work,0
3629,52319,2,1,1.0,329.0,2011.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Français,university,1
3630,10752,2,0,1.0,16.0,2011.0,Full-time,4.0,Student (Specialist),Русский,work,0
3631,61909,1,0,1.0,320.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский;English;Deutsch;Español,university,1
3633,88200,1,0,1.0,1533.0,2019.0,Full-time,0.0,Alumnus (Master's),Русский;English;Français;Čeština;Español,university,1
3635,59551,2,0,1.0,71.0,2010.0,Full-time,0.0,Student (Specialist),Русский,university,0
3636,83196,2,1,1.0,124.0,2012.0,Distance Learning,4.0,Student (Specialist),False,work,0
3637,81413,1,0,1.0,287.0,2016.0,Full-time,0.0,Student (Bachelor's),Русский,university,0
3638,42611,1,1,1.0,199.0,2014.0,Full-time,1.0,Student (Bachelor's),Русский,work,1
3639,97944,2,0,1.0,602.0,2002.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
3640,2770,2,0,1.0,881.0,2017.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский;English,university,0
3641,46030,2,1,1.0,502.0,2013.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
3642,92334,1,1,1.0,114.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3643,9653,2,0,1.0,442.0,2012.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
3644,53351,2,0,1.0,104.0,0.0,Full-time,4.0,Student (Specialist),Русский,university,1
3645,89491,1,1,1.0,80.0,2005.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,1
3646,54855,2,0,1.0,315.0,2013.0,Full-time,0.0,PhD,Русский,university,0
3647,14313,2,1,1.0,38.0,2014.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,0
3648,29539,1,1,1.0,134.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
3649,1692,2,1,1.0,140.0,2014.0,Full-time,0.0,Alumnus (Specialist),False,work,0
3650,87202,1,0,1.0,46.0,0.0,Full-time,0.0,Student (Specialist),False,university,1
3651,81184,2,1,1.0,109.0,2008.0,Full-time,4.0,Alumnus (Master's),Русский,university,0
3653,14599,2,0,1.0,135.0,2016.0,Full-time,6.0,Alumnus (Specialist),Русский;English;Татарча,university,0
3654,60898,2,1,1.0,133.0,2015.0,Distance Learning,4.0,Undergraduate applicant,Русский;English,work,0
3655,85463,2,0,1.0,84.0,1945.0,Part-time,1.0,PhD,Русский;English,university,0
3656,44396,1,0,1.0,635.0,2009.0,Full-time,4.0,Alumnus (Master's),False,university,1
3657,15470,1,0,1.0,81.0,1986.0,Full-time,4.0,Alumnus (Specialist),False,university,1
3658,15196,1,0,1.0,755.0,0.0,Full-time,0.0,Student (Bachelor's),Русский,university,1
3659,54997,2,0,1.0,750.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский;English,work,0
3660,1821,1,1,1.0,351.0,2016.0,Full-time,0.0,Student (Bachelor's),Русский,work,1
3661,18015,1,1,1.0,132.0,0.0,Full-time,0.0,Alumnus (Master's),Русский,university,1
3662,17244,2,1,1.0,2437.0,2012.0,Distance Learning,4.0,Student (Specialist),Русский,work,0
3664,29833,1,0,1.0,115.0,2017.0,Full-time,0.0,Alumnus (Master's),Русский,university,0
3665,46565,1,1,1.0,345.0,2007.0,Full-time,0.0,Alumnus (Master's),False,university,1
3666,98694,1,0,1.0,331.0,0.0,Full-time,0.0,Student (Bachelor's),Русский,university,1
3667,47599,2,1,1.0,962.0,0.0,Full-time,1.0,Student (Specialist),Русский,university,0
3668,89579,1,0,1.0,11.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Русский;Français,work,1
3669,80898,2,1,1.0,238.0,2013.0,Full-time,1.0,Alumnus (Master's),Русский,work,0
3670,816,2,0,1.0,32.0,2012.0,Full-time,0.0,Student (Specialist),Русский,university,0
3671,35323,2,0,1.0,1919.0,0.0,Distance Learning,2.0,Student (Bachelor's),Русский,work,1
3672,81532,2,1,1.0,148.0,2012.0,Distance Learning,0.0,PhD,Русский,university,0
3673,30549,1,1,1.0,2214.0,2007.0,Part-time,4.0,Alumnus (Master's),Русский,university,1
3674,41664,2,1,1.0,125.0,2015.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,0
3675,9238,2,1,1.0,31.0,1974.0,Full-time,1.0,Undergraduate applicant,Русский,university,0
3676,66015,1,0,1.0,341.0,2013.0,Full-time,0.0,Alumnus (Specialist),False,university,1
3677,63992,2,1,1.0,38.0,1997.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
3678,68348,2,0,1.0,68.0,2012.0,Full-time,2.0,Alumnus (Bachelor's),Русский,university,0
3679,96723,1,0,1.0,131.0,2009.0,Full-time,0.0,Student (Bachelor's),Русский,university,1
3680,2711,1,0,1.0,313.0,2019.0,Part-time,1.0,Student (Bachelor's),Русский,university,1
3681,79936,1,1,1.0,320.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
3682,53403,2,0,1.0,57.0,2011.0,Full-time,6.0,Alumnus (Specialist),False,university,0
3683,13274,1,0,1.0,3878.0,2010.0,Full-time,4.0,Student (Bachelor's),False,work,1
3685,26119,2,0,1.0,74.0,2010.0,Full-time,1.0,Alumnus (Specialist),Русский,work,0
3686,5646,2,1,1.0,82.0,2011.0,Distance Learning,1.0,Student (Specialist),Русский,university,0
3687,46685,1,1,1.0,22.0,1996.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
3688,70965,2,0,1.0,157.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,0
3689,41240,2,1,1.0,105.0,2014.0,Full-time,1.0,Student (Specialist),Русский,university,0
3690,2176,2,1,1.0,584.0,2011.0,Full-time,1.0,Alumnus (Specialist),False,work,0
3691,3930,2,0,1.0,45.0,0.0,Part-time,4.0,Undergraduate applicant,False,work,0
3692,77145,1,0,1.0,59.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,university,1
3693,71508,2,1,1.0,53.0,2005.0,Full-time,4.0,Alumnus (Specialist),False,university,0
3694,22858,2,1,1.0,76.0,2002.0,Distance Learning,4.0,Alumnus (Master's),Русский,university,0
3695,42891,1,1,1.0,597.0,2016.0,Full-time,4.0,Alumnus (Bachelor's),False,work,1
3696,91605,1,0,1.0,301.0,2015.0,Full-time,7.0,Alumnus (Specialist),Русский,university,1
3697,84058,2,1,1.0,170.0,2013.0,Full-time,0.0,Alumnus (Specialist),Русский;English,university,0
3699,26970,2,1,1.0,73.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
3700,18141,2,1,1.0,227.0,1945.0,Full-time,0.0,Alumnus (Master's),Русский,work,0
3701,45701,2,1,1.0,322.0,2015.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3702,24637,1,1,1.0,104.0,1992.0,Full-time,4.0,Alumnus (Bachelor's),Русский,work,1
3703,28898,1,0,1.0,408.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
3705,18935,2,1,1.0,187.0,2016.0,Full-time,1.0,Student (Specialist),Русский;Українська,university,1
3706,45510,2,0,1.0,187.0,2006.0,Full-time,4.0,Alumnus (Specialist),False,university,0
3708,41903,2,1,1.0,184.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
3709,87003,2,0,1.0,157.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,work,1
3711,96810,1,1,1.0,1465.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский;English;हिन्दी,university,1
3712,96083,2,0,1.0,62.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
3713,82900,2,0,1.0,861.0,2007.0,Part-time,2.0,Alumnus (Specialist),Русский,university,0
3714,46671,2,0,1.0,597.0,2013.0,Full-time,6.0,Student (Specialist),Русский,university,0
3715,79909,1,0,1.0,40.0,1984.0,Full-time,4.0,Alumnus (Master's),Русский,university,1
3716,10346,2,0,1.0,367.0,2011.0,Full-time,4.0,Student (Bachelor's),Русский,university,0
3717,31378,2,1,1.0,211.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский;English;한국어;汉语;Français,work,0
3718,49222,1,0,1.0,534.0,2011.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,1
3719,66421,1,0,1.0,622.0,2015.0,Full-time,1.0,Student (Bachelor's),Հայերեն;Русский;English,university,1
3720,4490,2,0,1.0,20.0,2009.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
3722,4831,1,0,1.0,269.0,2016.0,Full-time,1.0,Alumnus (Bachelor's),Русский,work,1
3723,99654,1,1,1.0,46.0,2013.0,Full-time,1.0,Alumnus (Specialist),False,university,1
3724,69839,1,0,1.0,297.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Français;Українська,university,1
3725,74054,1,1,1.0,152.0,2018.0,Full-time,1.0,Student (Bachelor's),Русский,university,1
3726,82518,2,1,1.0,342.0,2011.0,Full-time,4.0,Student (Specialist),False,university,0
3727,67915,2,1,1.0,456.0,2013.0,Distance Learning,0.0,Student (Specialist),Русский,work,1
3728,80928,2,0,0.0,23.0,2008.0,Full-time,4.0,Student (Specialist),English,university,1
3730,75373,2,1,1.0,159.0,2008.0,Full-time,4.0,Student (Master's),Русский,university,1
3731,98039,1,0,1.0,132.0,2012.0,Full-time,0.0,Student (Specialist),False,university,1
3732,27391,2,1,1.0,562.0,2012.0,Part-time,0.0,Student (Specialist),False,work,1
3733,69471,1,0,1.0,219.0,2012.0,Distance Learning,4.0,Student (Specialist),Русский,university,1
3734,88800,1,0,1.0,45.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),False,work,1
3735,40342,2,1,1.0,469.0,2014.0,Full-time,0.0,Alumnus (Specialist),Українська;Русский,work,0
3736,6833,1,1,1.0,219.0,2009.0,Full-time,0.0,Student (Specialist),Русский,university,1
