,bdate,education_form,relation,education_status,langs,occupation_type,career_start,career_end,result
4780,28.5.1988,Full-time,4.0,Student (Specialist),False,university,False,False,1
4781,10.9,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
4782,2.3,,0.0,Alumnus (Specialist),Русский;English;Deutsch;Français,work,False,False,1
4783,,Part-time,4.0,Alumnus (Bachelor's),Русский;English,university,False,False,0
4784,20.7.1983,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
4785,26.4.1993,Full-time,0.0,Student (Master's),Русский,university,False,False,0
4786,21.5,Full-time,0.0,Student (Bachelor's),Русский;English;Français,work,2019,False,1
4787,9.2.1989,Full-time,1.0,Student (Specialist),Русский,university,False,False,0
4788,27.1.1990,Full-time,1.0,Alumnus (Specialist),Русский;العربية;فارسی;English;Deutsch,work,2013,False,1
4789,16.8.1984,Part-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
4790,9.8.1989,Full-time,0.0,Alumnus (Specialist),Русский,work,2019,False,0
4791,31.7,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
4792,21.1.1983,Full-time,0.0,Alumnus (Master's),Русский,work,2009,False,1
4793,24.5,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
4794,16.2,Distance Learning,0.0,Student (Bachelor's),False,university,False,False,1
4795,14.4.1991,Full-time,4.0,Student (Specialist),Русский,work,2012,False,0
4796,21.1,Full-time,4.0,Student (Bachelor's),Русский;English;Қазақша,university,False,False,0
4797,12.11.1988,Full-time,0.0,Alumnus (Specialist),Русский;English,university,2014,2021,1
4798,28.11.1995,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
4799,15.11.1984,Full-time,4.0,PhD,Русский,university,False,False,0
4800,3.9.1988,Distance Learning,2.0,Student (Bachelor's),Русский,university,False,False,0
4801,30.3.1986,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,False,False,0
4802,,Full-time,4.0,Alumnus (Specialist),False,work,False,False,1
4803,11.9,Full-time,4.0,PhD,Русский,university,2008,False,0
4804,1.4,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
4805,4.9.1992,,6.0,Alumnus (Bachelor's),English;Lingua Latina,university,False,False,0
4806,31.8.1990,Full-time,4.0,Student (Specialist),Русский,work,2016,False,0
4807,16.5.1993,Full-time,4.0,Alumnus (Bachelor's),Русский;English,work,2016,False,0
4808,11.4,Distance Learning,4.0,Student (Specialist),Русский,university,2015,False,1
4809,23.2,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
4810,17.11,Full-time,1.0,Alumnus (Specialist),Русский;English,university,False,False,0
4811,5.7.1993,Full-time,4.0,Student (Bachelor's),Русский,work,2014,False,0
4812,4.12.1985,Distance Learning,4.0,Student (Bachelor's),Русский,work,2012,False,0
4813,9.7,Full-time,0.0,Candidate of Sciences,Русский,university,False,False,1
4814,19.4.1975,Full-time,0.0,Alumnus (Master's),Русский;English,work,2019,False,1
4815,,Full-time,1.0,Student (Specialist),False,work,False,False,1
4816,22.9.1976,Full-time,1.0,PhD,Русский,university,1996,1997,1
4817,,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
4818,23.9.1991,Full-time,6.0,Student (Specialist),Русский;Quenya,work,2013,False,0
4819,30.6.1995,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
4820,30.3.1989,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
4821,8.2.1988,Full-time,4.0,Alumnus (Specialist),Русский,work,2009,False,1
4822,3.4.1992,Full-time,0.0,Alumnus (Specialist),False,work,2016,False,1
4823,10.8,Full-time,0.0,Alumnus (Specialist),Русский,work,2011,False,1
4824,2.10.1990,Full-time,7.0,Alumnus (Specialist),Русский,work,2014,False,0
4825,31.10.1983,Full-time,6.0,Alumnus (Specialist),Русский;English;Azərbaycan dili;Moldovenească;Deutsch;Lingua Latina;Беларуская;Українська,university,False,False,1
4826,5.10.1953,Full-time,0.0,Alumnus (Specialist),False,university,1986,1984,0
4827,22.2.1984,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,1
4828,10.7.1990,Full-time,0.0,Student (Specialist),Русский;English,university,False,False,1
4829,11.6,Distance Learning,4.0,Student (Specialist),Русский;Татарча,work,2007,False,0
4830,21.6.1988,Full-time,0.0,Student (Master's),Русский,university,False,False,1
4831,1.7.1987,Full-time,4.0,Alumnus (Specialist),Русский,university,2008,2010,0
4832,4.1.1984,Full-time,0.0,Alumnus (Master's),Русский;Қазақша;English,work,2015,False,0
4833,22.8,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
4834,14.5.1971,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
4835,10.1.1995,Full-time,4.0,Student (Bachelor's),False,university,False,False,1
4836,8.1.1985,Full-time,4.0,Student (Bachelor's),Русский,work,2016,False,1
4837,16.6.1993,Full-time,1.0,Student (Specialist),Русский;English;日本語;Deutsch,work,2012,False,0
4838,3.2,Full-time,4.0,Alumnus (Bachelor's),False,university,False,False,1
4839,21.12.1986,Full-time,7.0,Student (Specialist),Русский,work,2009,False,0
4840,25.10.1984,Full-time,4.0,Student (Specialist),False,university,False,False,0
4841,9.2,Full-time,4.0,Student (Specialist),False,work,2006,False,0
4842,6.2,,0.0,Alumnus (Specialist),Русский,university,2005,2019,0
4843,13.11.1991,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
4844,28.12.1982,Full-time,4.0,PhD,Русский,university,False,False,0
4845,6.3.1982,Full-time,0.0,Alumnus (Specialist),Українська,work,2006,2011,1
4846,12.1,Part-time,0.0,PhD,Русский,university,False,False,1
4847,16.7,Full-time,4.0,Student (Specialist),Русский,university,2007,2008,0
4848,25.12,Full-time,0.0,Alumnus (Bachelor's),Русский,work,2014,False,1
4849,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
4850,18.4,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
4851,16.3,Distance Learning,0.0,Alumnus (Specialist),Русский,work,False,False,0
4852,16.10,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
4853,,,1.0,Student (Bachelor's),Русский;English;Українська,university,False,False,0
4854,20.4,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
4855,8.2.1989,Full-time,0.0,Student (Specialist),False,university,False,False,1
4856,12.3.1967,Full-time,4.0,Alumnus (Specialist),Русский,work,2006,False,1
4857,7.3.1969,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,0
4858,6.10,Full-time,4.0,Alumnus (Specialist),Русский,work,2012,False,0
4859,16.7.1987,Distance Learning,6.0,Student (Specialist),Українська,work,2008,False,1
4860,26.4.1979,Part-time,1.0,Alumnus (Specialist),Русский,university,1955,2009,0
4861,30.6.1980,Full-time,4.0,Candidate of Sciences,Русский;Deutsch;Українська;English,work,2002,False,1
4862,1.12,Full-time,0.0,Alumnus (Specialist),Русский,work,2010,False,1
4863,23.4.1988,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2010,False,1
4864,26.2,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,0
4865,25.1.1998,Full-time,0.0,Alumnus (Master's),False,university,False,False,1
4866,,Part-time,0.0,Alumnus (Master's),Русский,university,False,False,1
4867,14.6.1988,Full-time,1.0,Alumnus (Specialist),Русский;Українська;English;日本語,university,False,False,0
4868,5.10.1991,,7.0,Alumnus (Specialist),Русский,university,False,False,1
4869,21.3,,0.0,Alumnus (Specialist),Русский;English;Українська,university,False,False,1
4870,31.10.1986,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
4871,27.11.1962,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,0
4872,17.5.1986,Full-time,4.0,Alumnus (Bachelor's),False,university,False,False,0
4873,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
4874,,Full-time,0.0,Student (Specialist),Русский,work,2014,False,0
4875,15.10.1992,Full-time,0.0,Student (Specialist),Русский;English,university,1955,2008,1
4876,2.1,Full-time,0.0,PhD,Русский;English,university,2003,2012,1
4877,7.6.1988,Full-time,1.0,Student (Specialist),Русский;English,work,False,False,0
4878,,Full-time,4.0,Alumnus (Specialist),Norsk;English,university,False,False,1
4879,,Distance Learning,0.0,Student (Specialist),False,university,2012,2016,1
4880,1.1.1945,Full-time,7.0,Student (Bachelor's),False,university,False,False,1
4881,31.3.1986,Full-time,4.0,Student (Specialist),Русский,work,2014,False,0
4882,26.2,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
4883,24.8.1991,Full-time,4.0,Student (Specialist),Русский,university,2008,2018,0
4884,19.8,Full-time,4.0,Alumnus (Specialist),English,work,2014,False,1
4885,31.7.1985,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
4886,15.12,Part-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
4887,11.4.1986,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
4888,23.1,Full-time,1.0,Alumnus (Bachelor's),False,university,False,False,0
4889,18.10.1988,Full-time,1.0,Student (Specialist),Русский;English,university,False,False,0
4890,7.2.1979,Full-time,4.0,Alumnus (Specialist),Русский,work,2002,False,0
4891,4.9,Full-time,1.0,Alumnus (Master's),Русский,university,False,False,0
4892,12.1,Full-time,6.0,Alumnus (Bachelor's),Русский;Українська;English,university,False,False,1
4893,16.9,,1.0,Student (Master's),False,work,False,False,0
4894,5.11,Full-time,1.0,Student (Bachelor's),Русский;English,university,False,False,1
4895,22.7,,2.0,Alumnus (Specialist),Русский,university,False,False,0
4896,23.12,,0.0,Alumnus (Bachelor's),Русский;English,university,2009,False,1
4897,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
4898,17.12.1978,Distance Learning,4.0,PhD,False,university,2000,2009,1
4899,21.1.1986,Full-time,4.0,Alumnus (Specialist),Русский,work,2008,False,0
4900,2.7,Full-time,4.0,Student (Master's),Русский,work,1955,False,1
4901,6.6.1987,Distance Learning,0.0,Alumnus (Specialist),Русский,work,2008,False,0
4902,,Part-time,0.0,Alumnus (Specialist),False,university,False,False,1
4903,16.12.1976,,4.0,Alumnus (Specialist),English;Русский,work,1996,False,0
4904,4.5.1992,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
4905,22.8.1989,Full-time,4.0,Alumnus (Specialist),Русский;Español,university,False,False,0
4906,,Full-time,0.0,Alumnus (Specialist),Русский;English,work,2012,False,0
4907,28.6.1992,Full-time,0.0,Student (Specialist),Русский;English;Deutsch;Español,university,False,False,0
4908,25.3,,4.0,Alumnus (Specialist),Русский,university,2003,2003,0
4909,19.11.1976,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,0
4910,5.3,Full-time,0.0,Alumnus (Bachelor's),Русский,university,False,False,1
4911,,Full-time,0.0,Alumnus (Specialist),False,work,2018,False,1
4912,24.12.1984,Distance Learning,4.0,Student (Bachelor's),Русский;Українська,work,2004,False,0
4913,19.2.1987,Full-time,1.0,Student (Specialist),Русский,university,2011,2017,0
4914,17.4.1990,Full-time,0.0,Student (Specialist),Русский,,False,False,0
4915,14.4,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
4916,10.10,Full-time,0.0,Student (Master's),Русский;日本語;English;Lingua Latina;Français,university,False,False,1
4917,14.3.1980,Full-time,0.0,Alumnus (Specialist),Русский;English,work,2010,False,1
4918,20.10.1989,Full-time,0.0,PhD,False,university,False,False,0
4919,12.2,Part-time,4.0,Candidate of Sciences,Русский,work,2009,False,0
4920,25.5.1994,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,0
4921,10.4.1993,Full-time,1.0,Student (Specialist),Русский;English,university,False,False,0
4922,26.3.1990,Full-time,0.0,Student (Master's),Русский;English;Deutsch,university,False,False,0
4923,18.2.1987,Full-time,0.0,Student (Specialist),Русский,work,2011,2018,1
4924,,Distance Learning,1.0,Student (Specialist),Русский,work,2019,False,0
4925,12.12,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2015,False,1
4926,10.11.1987,Full-time,1.0,Alumnus (Specialist),False,university,False,False,0
4927,12.12,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
4928,11.11.1984,Full-time,4.0,Alumnus (Specialist),False,work,2007,2009,0
4929,24.1,Full-time,0.0,Student (Specialist),Español,work,False,False,1
4930,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
4931,,Full-time,1.0,Alumnus (Specialist),English;Deutsch,university,False,False,1
4932,26.8,Full-time,0.0,Student (Master's),Українська,university,False,False,1
4933,14.5,Full-time,0.0,Alumnus (Specialist),Русский;English;Български;Deutsch;Українська,work,False,False,1
4934,11.12,Distance Learning,0.0,Alumnus (Specialist),Русский,work,False,False,1
4935,18.12.1989,Full-time,1.0,Alumnus (Specialist),False,university,False,False,0
4936,17.5.1994,Full-time,1.0,Student (Bachelor's),Русский,university,False,False,1
4937,11.1.1988,Full-time,1.0,Alumnus (Specialist),Русский;English,university,False,False,1
4938,12.11.1990,Full-time,4.0,Student (Specialist),Русский,work,2011,False,0
4939,27.8,Full-time,6.0,Student (Specialist),Русский,university,2009,2010,0
4940,28.5.1983,Full-time,4.0,Alumnus (Master's),Русский;Deutsch,work,2006,False,1
4941,19.9.1989,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
4942,26.7.1985,Full-time,4.0,Student (Master's),Русский,work,2012,2016,0
4943,9.11,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
4944,29.3,Full-time,1.0,Alumnus (Specialist),Русский;English,university,False,False,1
4945,22.7.1990,Distance Learning,2.0,Undergraduate applicant,Русский,work,2010,False,0
4946,25.5,Distance Learning,4.0,Student (Bachelor's),Русский,university,False,False,0
4947,16.12.1990,Distance Learning,0.0,Alumnus (Bachelor's),Русский,university,False,False,1
4948,28.12,Distance Learning,6.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
4949,20.3.1994,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,0
4950,23.9,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
4951,12.2,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
4952,10.7,Full-time,1.0,Alumnus (Specialist),False,university,False,False,1
4953,,Full-time,4.0,Student (Specialist),Русский;Тоҷикӣ;Кыргыз тили;English,work,2013,False,1
4954,28.8.1984,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
4955,3.11,Full-time,4.0,Student (Bachelor's),Русский;English,university,2016,2016,0
4956,17.1.1986,Full-time,4.0,Alumnus (Specialist),Русский,work,2009,2007,1
4957,14.2.1995,Full-time,4.0,Student (Bachelor's),Русский;English;Кыргыз тили;Հայերեն,university,False,False,1
4958,23.5,Full-time,1.0,Candidate of Sciences,Русский,work,1997,False,0
4959,18.11,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
4960,9.1.1988,Full-time,4.0,Student (Specialist),False,university,False,False,1
4961,22.6.1983,Full-time,0.0,Alumnus (Specialist),Русский;English;Français,university,2007,2018,1
4962,12.7,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
4963,21.9.1986,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
4964,7.11.1984,Distance Learning,8.0,Student (Master's),Русский,university,2007,2009,0
4965,4.12,Distance Learning,0.0,Student (Specialist),False,university,False,False,1
4966,1.8,Full-time,1.0,Student (Specialist),False,university,False,False,1
4967,5.11,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
4968,24.9.1997,Full-time,2.0,Student (Bachelor's),Русский,university,False,False,0
4969,2.7.1986,,4.0,Candidate of Sciences,Русский,,False,False,0
4970,23.11.1964,Full-time,4.0,Alumnus (Specialist),False,work,False,False,0
4971,25.5,Full-time,4.0,Student (Bachelor's),Русский;English;Italiano,university,False,False,1
4972,7.1,Full-time,0.0,Student (Specialist),Русский,work,False,False,0
4973,22.5.1988,Distance Learning,0.0,Alumnus (Bachelor's),Русский;English;Українська,university,False,False,0
4974,31.10.1977,Full-time,4.0,Alumnus (Specialist),Русский,work,2003,False,0
4975,7.6,Full-time,0.0,Student (Bachelor's),English;Русский;Français,university,False,False,1
4976,6.9,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
4977,2.2.1980,Full-time,2.0,Alumnus (Bachelor's),Русский,work,2009,False,0
4978,13.10.1989,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
4979,9.6.1988,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
4980,,Full-time,0.0,Alumnus (Master's),False,university,False,False,1
4981,10.5.1986,Distance Learning,4.0,Alumnus (Bachelor's),Русский,work,False,False,0
4982,13.9.1986,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
4983,13.12.1986,Full-time,4.0,Student (Specialist),False,university,False,False,0
4984,19.3.1989,Distance Learning,4.0,Undergraduate applicant,Русский,university,False,False,0
4985,1.4.1990,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
4986,28.2.1984,Distance Learning,0.0,Alumnus (Specialist),Русский,work,2007,False,0
4987,11.9,Full-time,0.0,Student (Master's),Русский,university,False,False,0
4988,16.11,Full-time,0.0,Student (Bachelor's),Русский;English;汉语,work,False,False,1
4989,19.11.1988,Full-time,0.0,Student (Specialist),False,university,False,False,1
4990,28.11.1975,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
4991,15.2,,0.0,Student (Bachelor's),Русский,university,False,False,1
4992,17.7,Full-time,0.0,Alumnus (Specialist),Русский,work,1997,2021,1
4993,1.5,Full-time,7.0,Undergraduate applicant,Русский,university,False,False,0
4994,,Distance Learning,1.0,Alumnus (Specialist),Русский,university,False,False,0
4995,5.5,Distance Learning,0.0,Student (Specialist),Русский,work,1995,False,0
4996,31.7,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
4997,1.8,Distance Learning,5.0,Student (Specialist),Русский,university,False,False,0
4998,1.12,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
4999,13.6.1997,,0.0,Alumnus (Master's),Русский;English;Français,university,2017,False,1
5000,9.4.1990,Part-time,2.0,Student (Specialist),Русский;English,work,2019,False,1
5001,8.10.1988,Full-time,0.0,Student (Bachelor's),False,university,False,False,0
5002,29.3.1992,Full-time,6.0,Student (Specialist),Русский,university,False,False,1
5003,9.5.1981,Part-time,4.0,PhD,Русский;Eesti;Shqip;Lâhū-khɔ̂,university,False,False,0
5004,19.7.1990,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
5005,24.6.1990,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5006,15.2.1994,,0.0,Alumnus (Bachelor's),False,work,False,False,1
5007,26.4,Distance Learning,3.0,Alumnus (Specialist),Русский,university,False,False,1
5008,,Full-time,1.0,Student (Specialist),Русский,university,False,False,0
5009,6.8.1993,Full-time,4.0,Student (Bachelor's),Русский,work,2014,False,0
5010,,Full-time,0.0,Candidate of Sciences,Русский;English;Ελληνικά;Deutsch;Українська,work,False,2015,1
5011,12.6,Full-time,0.0,Alumnus (Specialist),Русский,work,2018,False,1
5012,13.2,Distance Learning,0.0,Alumnus (Bachelor's),Русский,work,1989,False,1
5013,8.8.1989,Full-time,1.0,Alumnus (Specialist),Русский;English,university,2011,2015,0
5014,23.5,Full-time,1.0,Student (Specialist),Русский;English,university,False,False,1
5015,29.10.1989,Full-time,4.0,Alumnus (Specialist),Русский;English,work,2015,False,0
5016,26.2,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
5017,31.7,Full-time,0.0,Alumnus (Master's),Русский,,False,False,1
5018,26.10.1990,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
5019,18.4,Full-time,0.0,Student (Bachelor's),Русский;English;Español,university,False,False,0
5020,25.9,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
5021,25.6.1979,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
5022,3.10.1987,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
5023,3.1,Full-time,0.0,Student (Specialist),False,university,False,False,0
5024,10.9.1993,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,0
5025,5.10,Full-time,0.0,Alumnus (Specialist),Русский,work,False,False,1
5026,27.6.1989,Full-time,0.0,Alumnus (Specialist),Русский;English,work,2009,False,1
5027,,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
5028,11.2.1995,,0.0,Student (Bachelor's),False,work,False,False,1
5029,10.10.1992,Full-time,0.0,Student (Specialist),Русский,work,2016,False,1
5030,26.6.1990,Distance Learning,6.0,Alumnus (Specialist),Русский,work,2014,False,0
5031,25.7,Full-time,1.0,Alumnus (Bachelor's),Қазақша;Русский;English,university,False,False,0
5032,2.8.1990,Full-time,4.0,Student (Specialist),Русский;Українська;English,work,False,False,1
5033,5.3,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
5034,,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,1
5035,3.6.1986,Full-time,2.0,Alumnus (Specialist),False,work,False,False,1
5036,19.8,Distance Learning,0.0,Alumnus (Master's),False,university,False,False,1
5037,30.4,Full-time,0.0,Student (Bachelor's),English;Deutsch,university,False,False,1
5038,18.8.1988,Full-time,1.0,Alumnus (Bachelor's),Русский,work,2016,False,0
5039,23.7.1986,Full-time,1.0,Alumnus (Specialist),False,university,False,False,0
5040,21.6.1989,Full-time,0.0,Alumnus (Master's),Русский;English,work,2011,False,0
5041,19.3.1992,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
5042,5.5.1988,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
5043,21.12.1991,Full-time,1.0,Student (Bachelor's),Русский;English,university,False,False,1
5044,21.9.1991,Full-time,0.0,Student (Bachelor's),Русский;English,university,False,False,1
5045,25.7.1981,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
5046,,Full-time,5.0,Alumnus (Bachelor's),Русский,university,False,False,1
5047,12.5.1988,Full-time,0.0,Alumnus (Bachelor's),Русский,university,2006,2013,0
5048,10.5,Full-time,2.0,Alumnus (Specialist),Русский,work,2017,False,1
5049,10.9,Full-time,1.0,Alumnus (Specialist),False,,False,False,1
5050,,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
5051,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
5052,13.9.1990,Distance Learning,0.0,PhD,Русский,work,2008,False,0
5053,28.1.1990,Distance Learning,1.0,Student (Specialist),Русский,university,False,False,1
5054,28.3.1994,,0.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
5055,26.5.1991,Distance Learning,4.0,Student (Specialist),Русский,university,False,False,0
5056,10.3,Distance Learning,0.0,Student (Specialist),Русский,university,2007,2006,1
5057,7.2.1977,Full-time,2.0,Alumnus (Bachelor's),Русский,work,2000,False,0
5058,18.12.1990,Full-time,1.0,Alumnus (Specialist),Русский;English;Deutsch,work,2014,False,0
5059,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
5060,14.7,Full-time,4.0,Candidate of Sciences,Русский,university,False,False,1
5061,11.5.1988,Full-time,1.0,Alumnus (Specialist),Русский;Українська,work,2010,False,0
5062,26.6,Full-time,0.0,Candidate of Sciences,Русский,university,False,False,1
5063,,,0.0,Alumnus (Specialist),МагӀарул мацӀ,university,False,False,1
5064,16.5.1965,Full-time,0.0,Alumnus (Master's),False,university,False,False,0
5065,28.9,,0.0,PhD,False,university,False,False,1
5066,,Full-time,4.0,Undergraduate applicant,Русский,work,2011,False,0
5067,22.9.1996,Full-time,0.0,Alumnus (Bachelor's),Русский;Français;English,university,False,False,1
5068,,Distance Learning,4.0,Student (Bachelor's),Русский,university,False,False,0
5069,,Full-time,0.0,Alumnus (Master's),False,university,False,False,1
5070,20.7.1991,Full-time,4.0,Alumnus (Master's),English,university,False,False,1
5071,12.9,Full-time,4.0,Student (Specialist),Русский;English;Беларуская,university,2013,False,0
5072,3.5.1987,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
5073,5.10.1984,Full-time,1.0,Alumnus (Master's),Русский,university,False,False,0
5074,19.6.1995,Full-time,4.0,Student (Bachelor's),Русский;English,university,2011,2021,0
5075,,Full-time,0.0,Alumnus (Specialist),Русский,work,False,False,0
5076,18.4.1977,Distance Learning,4.0,Student (Specialist),Русский,university,False,False,0
5077,24.11.1954,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1983,1991,1
5078,9.9,Full-time,0.0,Alumnus (Specialist),Русский;English,work,2000,False,1
5079,11.12.1987,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
5080,3.9.1992,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
5081,,Full-time,0.0,Alumnus (Bachelor's),False,work,2017,False,1
5082,19.1.1987,Full-time,1.0,Alumnus (Specialist),Русский,work,False,False,0
5083,20.3,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
5084,1.6.1991,Part-time,4.0,Student (Bachelor's),Русский;English,university,False,False,0
5085,7.12,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
5086,,Full-time,0.0,Undergraduate applicant,Русский,work,False,False,0
5087,12.12,Full-time,4.0,Student (Specialist),False,university,False,False,1
5088,28.7.1992,Full-time,4.0,Alumnus (Specialist),Русский,work,2016,False,1
5089,9.10.1984,Full-time,4.0,Alumnus (Master's),Русский,work,2007,False,0
5090,20.4,Full-time,4.0,Alumnus (Specialist),Русский,work,2016,False,1
5091,15.6.1972,Full-time,0.0,Candidate of Sciences,False,university,False,False,1
5092,12.7.1985,Full-time,4.0,Alumnus (Master's),Русский,work,1985,False,0
5093,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
5094,18.5.1992,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,1
5095,24.6.1998,Full-time,2.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
5096,12.8.1994,Distance Learning,1.0,Student (Bachelor's),Русский,work,2013,False,1
5097,21.7,Full-time,0.0,Student (Specialist),False,work,False,False,0
5098,,Full-time,0.0,Alumnus (Specialist),Русский;Polski,university,False,False,0
5099,27.5.1993,Full-time,0.0,Student (Bachelor's),Русский;English,work,2019,False,0
5100,23.4.1957,Full-time,4.0,Alumnus (Specialist),Русский;English,university,1979,False,0
5101,16.6.1990,Full-time,0.0,Student (Specialist),Русский;English,university,False,False,0
5102,23.4.1975,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
5103,10.11.1990,Full-time,0.0,Alumnus (Specialist),Русский,university,2007,2009,0
5104,1.2,Distance Learning,4.0,Student (Specialist),Русский;English,work,False,False,1
5105,2.3,,1.0,Student (Specialist),Русский,university,False,False,0
5106,15.1,Full-time,0.0,Alumnus (Specialist),Русский,work,2001,False,1
5107,16.12,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
5108,10.12.1992,Full-time,0.0,Student (Bachelor's),Русский,work,2013,False,0
5109,23.5.1993,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,1
5110,5.2,Full-time,1.0,Alumnus (Bachelor's),English;Русский;Deutsch,work,2013,2019,0
5111,,Full-time,4.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
5112,,Full-time,1.0,Alumnus (Specialist),Русский;Français;English,university,False,False,1
5113,1.2,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
5114,16.1,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
5115,18.3.1988,Full-time,0.0,Student (Bachelor's),Русский;Polski;Українська;English,university,2007,2007,0
5116,,Distance Learning,0.0,Student (Specialist),False,university,False,False,0
5117,11.2,,4.0,Alumnus (Specialist),Русский,university,False,False,1
5118,25.7.1983,Distance Learning,0.0,Student (Bachelor's),Русский,university,False,False,0
5119,11.4.1989,Full-time,6.0,Alumnus (Specialist),Русский,university,False,False,0
5120,2.8,,0.0,Alumnus (Bachelor's),Русский,work,False,False,1
5121,29.3.1990,,0.0,Undergraduate applicant,Русский,,False,False,0
